OrderID,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,UnitCost,DiscountRate,NetRevenue,CurrentStock,ReorderPoint,SafetyStock,LeadTimeDays,SupplierID,OrderDate,InventoryStatus
ORD-68082,CUST-4552,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.1,2609.1,238,147.0,57,10.0,SUP-05,2025-12-15,Healthy
ORD-64767,CUST-3242,PROD-05,Waterproof Sports Backpack,Apparel,2,2899,900,0.15,4928.3,334,152.0,62,10.0,SUP-05,2024-04-19,Healthy
ORD-69548,CUST-5250,PROD-05,Waterproof Sports Backpack,Apparel,2,2899,900,,5798.0,210,122.0,32,10.0,SUP-05,2024-06-13,Healthy
ORD-59952,CUST-2177,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,,2998.0,335,139.0,67,6.0,SUP-04,2024-04-19,Healthy
ORD-64415,CUST-2302,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,201,180.0,40,14.0,SUP-06,2025-05-10,Healthy
ORD-56352,CUST-2966,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,169,137.0,47,10.0,SUP-05,2024-05-02,Healthy
ORD-58919,CUST-1736,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.1,899.1,303,178.0,38,14.0,SUP-06,2024-10-22,Healthy
ORD-54990,CUST-3558,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,241,186.0,46,14.0,SUP-06,2024-04-02,Healthy
ORD-65797,CUST-1638,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,110,150.0,78,6.0,SUP-04,2025-08-11,Reorder Required
ORD-59264,CUST-5004,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.1,1349.1,302,133.0,61,6.0,SUP-04,2025-04-17,Healthy
ORD-54639,CUST-2599,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.0,11998.0,130,103.0,31,12.0,SUP-02,2024-07-26,Healthy
ORD-60215,CUST-3175,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,81,46.0,10,18.0,SUP-03,2024-12-27,Healthy
ORD-63215,CUST-3850,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,0.0,59998.0,59,44.0,8,18.0,SUP-03,2024-01-10,Healthy
ORD-57516,CUST-1071,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,319,131.0,59,6.0,SUP-04,2025-09-04,Healthy
ORD-54704,CUST-2945,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,54,48.0,12,18.0,SUP-03,2024-02-23,Healthy
ORD-51808,CUST-3523,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.1,1349.1,152,113.0,41,6.0,SUP-04,2025-07-28,Healthy
ORD-54580,CUST-5330,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,117,91.0,19,12.0,SUP-02,2025-02-21,Healthy
ORD-59169,CUST-1718,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.1,5399.1,103,105.0,33,12.0,SUP-02,2024-05-01,Reorder Required
ORD-70631,CUST-1947,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.15,1274.15,229,166.0,94,,SUP-04,2024-03-13,Healthy
ORD-66419,CUST-4240,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.1,899.1,157,170.0,30,14.0,SUP-06,2025-08-16,Reorder Required
ORD-70621,CUST-1603,PROD-06,Bamboo Desk Organizer,Home Decor,2,999,350,,1998.0,364,215.0,75,14.0,SUP-06,2024-07-25,Healthy
ORD-59644,CUST-1436,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.0,11998.0,146,110.0,38,12.0,SUP-02,2025-09-04,Healthy
ORD-58223,CUST-1814,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,198,149.0,77,6.0,SUP-04,2025-05-22,Healthy
ORD-62698,CUST-1193,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.15,849.15,204,178.0,38,14.0,SUP-06,2025-08-26,Healthy
ORD-66487,CUST-5107,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,141,151.0,61,10.0,SUP-05,2025-10-20,Reorder Required
ORD-51087,CUST-1870,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.05,4748.1,141,99.0,43,7.0,SUP-01,2024-06-17,Healthy
ORD-56535,CUST-2925,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,86,111.0,39,12.0,SUP-02,2024-11-26,Reorder Required
ORD-60137,CUST-4135,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.05,5699.05,158,114.0,42,12.0,SUP-02,2024-11-08,Healthy
ORD-58288,CUST-4869,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,238,152.0,62,10.0,SUP-05,2024-10-02,Healthy
ORD-57948,CUST-4281,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,61,46.0,10,18.0,SUP-03,2025-09-21,Healthy
ORD-62209,CUST-3335,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,148,109.0,37,6.0,SUP-04,2025-03-29,Healthy
ORD-63141,CUST-2601,PROD-05,Waterproof Sports Backpack,Apparel,3,2899,900,0.1,7827.3,119,148.0,58,10.0,SUP-05,2024-07-05,Reorder Required
ORD-60130,CUST-1398,PROD-01,Wireless Ergonomic Mouse,Electronics,3,2499,1200,0.05,7122.15,137,85.0,29,7.0,SUP-01,2024-01-05,Healthy
ORD-69324,CUST-4270,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.1,5399.1,117,113.0,41,12.0,SUP-02,2025-11-29,Healthy
ORD-68319,CUST-2660,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.05,949.05,311,214.0,74,14.0,SUP-06,2024-06-22,Healthy
ORD-56438,CUST-3095,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.05,4748.1,149,112.0,56,7.0,SUP-01,2025-09-11,Healthy
ORD-53840,CUST-4218,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,90,93.0,21,12.0,SUP-02,2025-04-26,Reorder Required
ORD-63781,CUST-3622,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,,4998.0,162,95.0,39,7.0,SUP-01,2024-04-08,Healthy
ORD-67963,CUST-4470,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,288,121.0,49,6.0,SUP-04,2025-03-31,Healthy
ORD-51056,CUST-4739,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,75,48.0,12,18.0,SUP-03,2025-01-29,Healthy
ORD-57753,CUST-1683,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,247,218.0,78,14.0,SUP-06,2025-05-29,Healthy
ORD-69487,CUST-4555,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,,2998.0,180,159.0,87,6.0,SUP-04,2024-02-28,Healthy
ORD-58158,CUST-4993,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,197,188.0,48,14.0,SUP-06,2024-04-01,Healthy
ORD-68526,CUST-2255,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,196,149.0,59,10.0,SUP-05,2024-06-08,Healthy
ORD-70720,CUST-4780,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,148,110.0,54,7.0,SUP-01,2025-10-23,Healthy
ORD-53002,CUST-1991,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,174,128.0,38,10.0,SUP-05,2024-04-09,Healthy
ORD-62193,CUST-2244,PROD-02,Mechanical RGB Keyboard,Electronics,3,5999,2800,0.0,17997.0,111,91.0,19,12.0,,2024-09-06,Healthy
ORD-69543,CUST-2059,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,234,104.0,48,7.0,SUP-01,2025-09-08,Healthy
ORD-66242,CUST-3103,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,0.15,50998.3,83,48.0,12,18.0,SUP-03,2025-12-11,Healthy
ORD-66191,CUST-4403,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.1,2609.1,131,158.0,68,10.0,SUP-05,2024-09-05,Reorder Required
ORD-53792,CUST-3233,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,,1499.0,177,108.0,36,6.0,SUP-04,2025-12-07,Healthy
ORD-58786,CUST-1464,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.15,10198.3,118,110.0,38,12.0,SUP-02,2025-01-06,Healthy
ORD-55472,CUST-3208,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,379,109.0,37,6.0,SUP-04,2024-09-27,Overstock
ORD-64507,CUST-4106,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,49,47.0,11,18.0,SUP-03,2024-02-25,Healthy
ORD-66214,CUST-3800,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,128,197.0,57,14.0,SUP-06,2024-12-13,Reorder Required
ORD-62396,CUST-4089,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,190,110.0,38,6.0,SUP-04,2025-01-04,Healthy
ORD-69318,CUST-5063,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,129,99.0,27,12.0,SUP-02,2025-09-22,Healthy
ORD-70769,CUST-2810,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,245,150.0,78,6.0,SUP-04,2024-01-18,Healthy
ORD-50971,CUST-4063,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.05,2374.05,2750,111.0,55,7.0,SUP-01,2025-06-11,Healthy
ORD-50536,CUST-1510,PROD-06,Bamboo Desk Organizer,Home Decor,3,999,350,0.0,2997.0,161,195.0,55,14.0,SUP-06,2024-05-21,Reorder Required
ORD-72690,CUST-2381,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,54,46.0,10,18.0,SUP-03,2024-03-07,Healthy
ORD-59349,CUST-4828,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.15,2124.15,149,114.0,58,7.0,SUP-01,2025-02-17,Healthy
ORD-67828,CUST-2008,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.15,1274.15,2069,135.0,63,6.0,SUP-04,2024-06-09,Healthy
ORD-61941,CUST-5201,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.15,2124.15,188,109.0,53,7.0,SUP-01,2025-01-02,Healthy
ORD-68872,CUST-4984,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,313,165.0,93,6.0,SUP-04,2024-02-12,Healthy
ORD-60062,CUST-3930,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,90,137.0,65,6.0,SUP-04,2025-12-25,Reorder Required
ORD-60362,CUST-5120,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,103,133.0,61,6.0,SUP-04,2025-11-12,Reorder Required
ORD-50323,CUST-5492,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,202,189.0,49,14.0,SUP-06,2024-11-28,Healthy
ORD-55384,CUST-1284,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.1,2698.2,184,113.0,41,6.0,SUP-04,2025-02-10,Healthy
ORD-52476,CUST-3674,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,309,121.0,49,6.0,SUP-04,2024-10-14,Overstock
ORD-68079,CUST-5061,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.1,26999.1,87,46.0,10,18.0,SUP-03,2024-11-26,Healthy
ORD-58310,CUST-1588,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,295,164.0,92,6.0,SUP-04,2025-05-12,Healthy
ORD-51940,CUST-3116,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,26,47.0,11,18.0,SUP-03,2025-11-05,Reorder Required
ORD-68770,CUST-2965,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.15,1274.15,378,166.0,94,6.0,SUP-04,2025-01-21,Healthy
ORD-74229,CUST-4779,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,185,125.0,53,6.0,SUP-04,2025-10-16,Healthy
ORD-56663,CUST-5281,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,246,180.0,40,14.0,SUP-06,2024-06-11,Healthy
ORD-59201,CUST-1362,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.05,2754.05,216,141.0,51,10.0,SUP-05,2024-05-11,Healthy
ORD-57029,CUST-1742,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,109,113.0,41,6.0,SUP-04,2024-06-10,Reorder Required
ORD-54475,CUST-3636,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,221,148.0,76,6.0,SUP-04,2024-06-17,Healthy
ORD-63762,CUST-2437,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,225,204.0,64,14.0,SUP-06,2024-05-27,Healthy
ORD-68104,CUST-4045,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,68,42.0,6,18.0,SUP-03,2024-05-17,Healthy
ORD-69603,CUST-3665,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,40,50.0,14,18.0,SUP-03,2025-06-08,Reorder Required
ORD-51336,CUST-4192,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,351,123.0,51,6.0,SUP-04,2024-08-13,Overstock
ORD-53725,CUST-4573,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,97,80.0,24,7.0,SUP-01,2024-06-24,Healthy
ORD-63976,CUST-5338,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.1,5399.1,89,92.0,20,12.0,SUP-02,2025-08-10,Reorder Required
ORD-71787,CUST-5133,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,135,117.0,45,12.0,SUP-02,2025-03-10,Healthy
ORD-51598,CUST-3494,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,210,167.0,95,6.0,SUP-04,2024-12-18,Healthy
ORD-57586,CUST-1182,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,275,111.0,39,6.0,SUP-04,2025-08-21,Healthy
ORD-71237,CUST-1404,PROD-05,Waterproof Sports Backpack,Apparel,5,2899,900,0.0,14495.0,170,134.0,44,10.0,SUP-05,2025-08-25,Healthy
ORD-56119,CUST-1064,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.1,5399.1,106,115.0,43,12.0,SUP-02,2025-08-21,Reorder Required
ORD-52214,CUST-2712,PROD-01,Wireless Ergonomic Mouse,Electronics,4,2499,1200,0.05,9496.2,150,119.0,63,7.0,SUP-01,2024-07-19,Healthy
ORD-53942,CUST-3016,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.0,11998.0,82,110.0,38,12.0,SUP-02,2024-11-30,Reorder Required
ORD-69346,CUST-2601,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,170,125.0,53,6.0,SUP-04,2025-01-09,Healthy
ORD-50718,CUST-5099,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,126,119.0,47,12.0,SUP-02,2024-12-19,Healthy
ORD-58213,CUST-4681,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,74,50.0,14,18.0,SUP-03,2024-03-11,Healthy
ORD-52564,CUST-4298,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.05,1424.05,195,115.0,43,6.0,SUP-04,2025-08-29,Healthy
ORD-74215,CUST-1719,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,221,158.0,68,10.0,SUP-05,2024-05-16,Healthy
ORD-66507,CUST-5246,PROD-06,Bamboo Desk Organizer,Home Decor,3,999,350,0.0,2997.0,321,173.0,33,14.0,SUP-06,2024-10-16,Healthy
ORD-60297,CUST-4693,PROD-04,Leather Minimalist Wallet,Accessories,5,1499,400,0.1,6745.5,169,129.0,57,6.0,SUP-04,2024-06-13,Healthy
ORD-56224,CUST-1002,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,50,50.0,14,18.0,SUP-03,2024-12-16,Reorder Required
ORD-70889,CUST-1266,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,324,199.0,59,14.0,SUP-06,2024-02-04,Healthy
ORD-60631,CUST-4352,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.05,1424.05,308,151.0,79,6.0,SUP-04,2024-03-19,Healthy
ORD-71317,CUST-3029,PROD-02,Mechanical RGB Keyboard,Electronics,5,5999,2800,0.0,29995.0,34,116.0,44,12.0,SUP-02,2024-12-01,Reorder Required
ORD-53113,CUST-1141,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,102,135.0,63,6.0,SUP-04,2024-01-10,Reorder Required
ORD-72142,CUST-3953,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.1,26999.1,70,49.0,13,18.0,SUP-03,2024-09-29,Healthy
ORD-70296,CUST-3131,PROD-06,Bamboo Desk Organizer,Home Decor,3,999,350,0.0,2997.0,130,211.0,71,14.0,SUP-06,2024-05-03,Reorder Required
ORD-53673,CUST-5160,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,64,48.0,12,18.0,SUP-03,2025-03-05,Healthy
ORD-53398,CUST-4487,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.15,25499.15,39,44.0,8,18.0,SUP-03,2025-11-22,Reorder Required
ORD-61635,CUST-1132,PROD-04,Leather Minimalist Wallet,Accessories,4,1499,400,0.0,5996.0,248,132.0,60,6.0,SUP-04,2025-02-24,Healthy
ORD-57307,CUST-3489,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,,59998.0,33,44.0,8,18.0,SUP-03,2025-01-16,Reorder Required
ORD-74545,CUST-4569,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.15,5099.15,108,116.0,44,12.0,SUP-02,2024-06-11,Reorder Required
ORD-61747,CUST-5157,PROD-05,Waterproof Sports Backpack,Apparel,2,2899,900,0.0,5798.0,249,119.0,29,10.0,SUP-05,2025-05-24,Healthy
ORD-62959,CUST-3150,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.15,1274.15,213,120.0,48,6.0,SUP-04,2025-11-01,Healthy
ORD-53027,CUST-5304,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,42,48.0,12,18.0,SUP-03,2024-05-12,Reorder Required
ORD-63764,CUST-3684,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,47,46.0,10,18.0,SUP-03,2024-06-10,Healthy
ORD-72649,CUST-3804,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.1,899.1,235,192.0,52,14.0,SUP-06,2024-03-10,Healthy
ORD-74062,CUST-3732,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,171,141.0,69,6.0,SUP-04,2024-12-15,Healthy
ORD-52166,CUST-5356,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.05,5699.05,139,98.0,26,12.0,SUP-02,2024-01-20,Healthy
ORD-73099,CUST-1417,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,271,121.0,49,6.0,SUP-04,2024-05-06,Healthy
ORD-72478,CUST-4721,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.05,5699.05,151,96.0,24,12.0,SUP-02,2025-03-17,Healthy
ORD-57584,CUST-3115,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.15,2548.3,211,132.0,60,6.0,SUP-04,2024-01-17,Healthy
ORD-64521,CUST-1777,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,169,102.0,46,7.0,SUP-01,2025-12-01,Healthy
ORD-55225,CUST-4071,PROD-02,Mechanical RGB Keyboard,Electronics,3,5999,2800,0.05,17097.15,137,90.0,18,12.0,SUP-02,2024-01-22,Healthy
ORD-64117,CUST-3277,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,159,191.0,51,14.0,SUP-06,2025-08-31,Reorder Required
ORD-63454,CUST-3794,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,34,51.0,15,18.0,SUP-03,2024-05-11,Reorder Required
ORD-64825,CUST-3942,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,76,49.0,13,18.0,SUP-03,2025-06-28,Healthy
ORD-74191,CUST-1866,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,182,211.0,71,14.0,SUP-06,2025-08-13,Reorder Required
ORD-66210,CUST-2480,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.1,4498.2,167,105.0,49,7.0,SUP-01,2025-05-01,Healthy
ORD-57567,CUST-3084,PROD-06,Bamboo Desk Organizer,Home Decor,2,999,350,0.0,1998.0,152,195.0,55,14.0,SUP-06,2024-02-08,Reorder Required
ORD-52974,CUST-2611,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.15,1274.15,234,163.0,91,6.0,SUP-04,2025-08-22,Healthy
ORD-52195,CUST-5375,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,147,130.0,40,10.0,SUP-05,2024-03-12,Healthy
